DirectorID,EXECID,execCIK
484090,30196,NA
270303,21054,NA
484128,35835,NA
270317,26266,NA
270310,11048,NA
270292,17277,NA
515216,36799,NA
1097595,47251,NA
1307683,46214,NA
324224,21691,NA
557433,44142,NA
1120672,47252,NA
324019,27979,NA
741891,42451,NA
490453,35831,NA
621712,57748,NA
1532946,48575,NA
321747,19966,NA
324046,26295,NA
741877,41143,NA
204792,32927,NA
554707,44141,NA
1193970,52508,NA
37411,27221,NA
1340816,49929,NA
1529263,57024,NA
35753,20191,NA
35985,20192,NA
502724,48211,NA
890794,51722,NA
35750,17888,NA
1976131,55418,NA
35749,15854,NA
62871,22404,NA
1768838,55419,NA
37701,28832,NA
1299404,49928,NA
35751,27220,NA
35747,22733,NA
750966,43544,NA
455615,28984,NA
203323,20651,NA
515433,36702,NA
203320,22993,NA
203322,20649,NA
203332,22992,NA
203326,18731,NA
203324,24303,NA
536098,35292,NA
484982,30884,NA
326737,27725,NA
485096,30885,NA
883654,47650,NA
537887,56252,NA
621454,53765,NA
333107,27724,NA
1014721,37781,NA
333104,27726,NA
484912,29116,NA
1125063,51284,NA
206492,06060,NA
206477,23388,NA
1298969,55817,NA
498384,47257,NA
893083,42462,NA
487384,41149,NA
206399,19296,NA
1124769,53984,NA
1816896,57758,NA
487377,31108,NA
493824,32631,NA
1189196,53981,NA
334237,28224,NA
206483,21428,NA
206396,26810,NA
36327,20885,NA
206401,21427,NA
333758,27896,NA
56221,24666,NA
56096,18953,NA
607124,35497,NA
333756,27895,NA
328957,38089,NA
91111,26164,NA
64131,18952,NA
56111,08317,NA
2457874,59690,NA
2021663,58430,NA
2021664,58431,NA
841366,46040,NA
1920423,56215,NA
1279927,46039,NA
202569,30190,NA
204791,30191,NA
1198227,59691,NA
550984,46041,NA
1367057,47614,NA
532973,40810,NA
33330,27503,NA
1194660,59444,NA
877807,54907,NA
32551,20788,NA
5677,20787,NA
32553,25912,NA
11089,29091,NA
32546,02046,NA
32547,16232,NA
1945324,57749,NA
877804,55809,NA
32549,18337,NA
891800,46856,NA
32647,25913,NA
220971,26331,NA
220981,32406,NA
489471,29394,NA
334160,31440,NA
491367,06604,NA
332494,24144,NA
336122,28017,NA
332495,22406,NA
332496,17253,NA
332491,06602,NA
491616,38149,NA
545216,35529,NA
487040,31273,NA
204370,05052,NA
204373,25039,NA
487159,35131,NA
204361,19472,NA
1386555,51233,NA
206378,26788,NA
1147059,44502,NA
1147065,44503,NA
1982125,55197,NA
496855,31131,NA
1888370,58423,NA
540871,40001,NA
602176,34027,NA
332477,23991,NA
332467,27432,NA
332474,27431,NA
482999,12371,NA
333718,27886,NA
549037,32925,NA
333717,27885,NA
553494,32926,NA
275087,18416,NA
333719,27887,NA
620214,35560,NA
490695,29488,NA
334581,30201,NA
1011897,40182,NA
275813,30200,NA
1069079,40183,NA
345804,32933,NA
34499,12586,NA
34495,02054,NA
34504,42454,NA
204819,32594,NA
41031,35194,NA
1110627,56373,NA
545174,45468,NA
34138,10545,NA
34510,29475,NA
1386050,58066,NA
751009,44146,NA
751011,58065,NA
34496,16531,NA
205434,26720,NA
777360,35742,NA
81157,23259,NA
205433,26719,NA
205438,15390,NA
205439,24928,NA
334373,28293,NA
206470,33660,NA
540862,31362,NA
182373,29250,NA
333431,27811,NA
805024,35101,NA
206471,22189,NA
206469,26279,NA
206468,22188,NA
93032,22191,NA
535227,42585,NA
1588896,48072,NA
1521606,48073,NA
57131,35323,NA
494140,57683,NA
41001,35331,NA
447173,54909,NA
40976,26101,NA
40946,06050,NA
40951,02064,NA
508655,32595,NA
310395,30919,NA
39796,23400,NA
51526,41146,NA
536086,48577,NA
33084,28028,NA
51511,19073,NA
2035659,57753,NA
51471,23379,NA
52696,43849,NA
1123929,42458,NA
879918,42457,NA
536088,52514,NA
1070093,55810,NA
1606948,57751,NA
207343,17633,NA
494145,31090,NA
207333,17631,NA
332466,34035,NA
204195,34034,NA
206200,33698,NA
544086,33700,NA
205219,21677,NA
205316,07906,NA
205367,25139,NA
205347,21679,NA
205353,24014,NA
205350,24013,NA
205320,21678,NA
220244,09052,NA
447900,17997,NA
447796,28909,NA
220634,25774,NA
220632,09054,NA
447795,28908,NA
1077557,40587,NA
206247,25528,NA
334140,28746,NA
206279,25530,NA
206218,25527,NA
206258,25529,NA
206261,26721,NA
271203,15455,NA
271216,24828,NA
271218,26319,NA
271207,15458,NA
271206,16937,NA
271204,15456,NA
336091,27561,NA
338789,34409,NA
335675,34944,NA
335662,34943,NA
335667,34413,NA
339168,34408,NA
335674,34410,NA
204223,25025,NA
204230,25026,NA
204231,17756,NA
204224,26248,NA
204222,19540,NA
204220,17754,NA
206756,31643,NA
206761,31644,NA
60017,21056,NA
59997,17310,NA
59942,24424,NA
60037,17313,NA
59932,19299,NA
456019,33900,NA
604558,44995,NA
271828,36136,NA
271825,11788,NA
1118802,43463,NA
275668,46514,NA
1324362,46513,NA
271826,25260,NA
1084481,40358,NA
805563,36137,NA
140071,27076,NA
207862,15002,NA
271829,22351,NA
442735,30527,NA
505510,36381,NA
442700,28879,NA
273168,28748,NA
202855,24799,NA
202861,19560,NA
275107,28440,NA
200797,21655,NA
333110,27662,NA
487726,29014,NA
207222,06344,NA
605847,36490,NA
487720,29016,NA
487723,29013,NA
207223,16483,NA
487722,29017,NA
547507,23349,NA
487703,32016,NA
1087671,41814,NA
547715,40300,NA
1599418,55420,NA
1366995,51723,NA
449672,50159,NA
36366,19923,NA
348256,28715,NA
500223,32018,NA
36370,17371,NA
348261,28717,NA
36375,19924,NA
348258,28716,NA
36368,19922,NA
1090490,43422,NA
60321,21227,NA
34136,12508,NA
36383,32017,NA
204898,11917,NA
1308201,47998,NA
1318765,58020,NA
484742,48889,NA
1091006,51327,NA
596477,48881,NA
622365,48882,NA
1310163,58019,NA
328871,25101,NA
328868,26369,NA
328872,25100,NA
328870,17984,NA
328876,21684,NA
328875,17985,NA
328869,21683,NA
54927,19077,NA
54202,19079,NA
54197,15980,NA
54227,19078,NA
327565,46778,NA
456015,32392,NA
515862,32395,NA
331733,32394,NA
833581,37639,NA
456241,34759,NA
329610,24330,NA
329586,14739,NA
549391,32356,NA
329580,18127,NA
445773,20174,NA
201704,18128,NA
270413,21686,NA
623150,35644,NA
493940,29813,NA
270402,21685,NA
493941,32937,NA
270403,17938,NA
270398,17936,NA
329603,28756,NA
1089973,41248,NA
456161,44245,NA
655719,41250,NA
34432,18705,NA
34351,23301,NA
1611569,57064,NA
985877,44246,NA
34435,28473,NA
456010,35297,NA
34431,16494,NA
34434,16492,NA
545367,32596,NA
326808,23426,NA
545366,41251,NA
203164,35359,NA
35553,02111,NA
1013405,41147,NA
35519,21286,NA
202248,29563,NA
456018,29564,NA
1891483,57757,NA
35524,05992,NA
1337256,48987,NA
320523,12186,NA
446182,33885,NA
320533,07161,NA
270139,15565,NA
1849436,57017,NA
1119788,49835,NA
456032,46345,NA
2248343,58800,NA
1082021,43362,NA
270140,22066,NA
544991,33195,NA
270145,19649,NA
270151,27042,NA
270146,25249,NA
270143,19650,NA
456037,40240,NA
57377,23378,NA
496373,30473,NA
57437,16379,NA
496490,30474,NA
8512,03665,NA
58062,32601,NA
770559,39823,NA
58147,02067,NA
57432,13398,NA
57447,20842,NA
58037,23377,NA
336787,27812,NA
204219,00523,NA
605580,32516,NA
605578,37632,NA
456020,32517,NA
204019,20849,NA
204016,18570,NA
456066,30873,NA
336163,31733,NA
336164,30677,NA
550274,33555,NA
221536,30679,NA
221535,30676,NA
221537,41042,NA
334893,30678,NA
1947830,54913,NA
1285983,55819,NA
337458,14293,NA
517327,45382,NA
480867,32413,NA
337454,18178,NA
1108657,40815,NA
2016847,55818,NA
480859,34873,NA
337467,14294,NA
480865,34874,NA
204050,24498,NA
333483,27673,NA
204049,06844,NA
333481,03604,NA
485895,32136,NA
204052,25997,NA
333904,27636,NA
204051,23188,NA
204094,23189,NA
204053,16614,NA
444552,28882,NA
621286,50103,NA
332562,17948,NA
1321741,48415,NA
445115,40510,NA
1623168,50102,NA
332683,17949,NA
373789,32286,NA
329035,51865,NA
336201,47581,NA
207213,32962,NA
207212,32959,NA
207208,32960,NA
207218,32963,NA
206060,26491,NA
206057,07691,NA
70417,31639,NA
206059,19325,NA
545860,39890,NA
492424,31640,NA
206055,07690,NA
326171,22201,NA
326118,27250,NA
326117,22663,NA
326116,22200,NA
336142,30638,NA
440123,28852,NA
440110,28851,NA
496263,31132,NA
326174,27251,NA
516436,36701,NA
510602,34869,NA
205911,30741,NA
516504,34870,NA
275320,28637,NA
455998,32396,NA
497478,34868,NA
455991,28991,NA
883245,50415,NA
1380094,46857,NA
50131,30875,NA
484045,42467,NA
1116599,43906,NA
533355,48579,NA
1302190,57955,NA
1460012,57958,NA
2178502,57956,NA
1614285,57954,NA
483913,35617,NA
483897,35615,NA
337815,32985,NA
337811,32987,NA
337813,35616,NA
536177,32986,NA
337816,32984,NA
1013423,37368,NA
499160,37369,NA
322826,48074,NA
345449,37367,NA
43756,10129,NA
43686,14005,NA
806106,56130,NA
43736,12268,NA
43716,32328,NA
1138637,59199,NA
1257574,34740,NA
1713685,57101,NA
1108858,51760,NA
1642361,51762,NA
1377148,59088,NA
374973,37097,NA
1287774,50011,NA
1287753,50010,NA
1870787,51761,NA
1193169,57099,NA
1381789,50012,NA
2026868,59089,NA
1642371,59087,NA
48851,09212,NA
48946,31148,NA
488748,29707,NA
48826,19555,NA
204565,21064,NA
489607,29363,NA
204556,26283,NA
489599,29362,NA
348426,32965,NA
204553,21063,NA
333113,27702,NA
206523,17119,NA
206517,19549,NA
1053526,39917,NA
341771,25536,NA
1077609,41341,NA
995282,42822,NA
206501,14636,NA
204623,26028,0001235355
453405,42285,0001271440
882842,45372,0001463423
204614,24482,0001204657
626203,36752,0001453458
881563,40790,0001462450
204621,26026,0001204654
445512,28863,NA
326214,22534,NA
326213,05692,NA
555498,33661,NA
505212,34179,NA
445522,28864,NA
326212,17887,NA
326210,20234,NA
445500,30512,NA
326216,20235,NA
555499,33662,NA
203831,14391,NA
540077,23151,NA
540074,36834,NA
203830,25914,NA
203832,17499,NA
535864,31303,NA
332556,27584,NA
203848,02195,NA
536920,35090,NA
203846,20817,NA
444940,09187,NA
601449,48784,NA
482774,29025,NA
330895,27447,NA
203590,24345,NA
203589,22991,NA
534965,32460,NA
482940,32462,NA
517622,32461,NA
325753,18582,NA
325750,25658,NA
487963,30323,NA
341796,25537,NA
349430,37738,NA
341797,25535,NA
345037,37736,NA
548235,39496,NA
492644,42355,NA
180169,42360,NA
1280451,51235,NA
492673,42357,NA
891453,42354,NA
1931172,57342,NA
495547,32941,NA
220872,24072,NA
542391,39805,NA
595162,35372,NA
220870,21991,NA
220873,21990,NA
324185,28171,NA
334313,28172,NA
10354,28170,NA
371819,28330,NA
371772,23856,NA
491287,21690,NA
371768,29548,NA
341511,28042,NA
493035,32138,NA
342051,22983,NA
487961,32137,NA
547542,46577,NA
1201995,51841,NA
1201994,46578,NA
1206085,50083,NA
52302,24495,NA
656402,48977,NA
333673,27784,NA
656406,41135,NA
331177,55806,NA
52477,29424,NA
655868,48976,NA
1120973,44135,NA
2008245,58057,NA
2008361,58058,NA
773257,44136,NA
51897,16368,NA
1306192,54902,NA
1075031,55805,NA
51917,10513,NA
52482,26143,NA
456254,54903,NA
52122,11125,NA
1285961,54901,NA
333677,27785,NA
322745,15453,NA
598070,35914,NA
322748,23756,NA
322752,16617,NA
490883,32943,NA
322747,21689,NA
322744,18905,NA
327450,25330,NA
515132,34829,NA
454613,40588,NA
454607,28981,NA
327451,25822,NA
328979,32947,NA
328983,32945,NA
499237,32948,NA
542134,31399,NA
542135,36837,NA
542137,31400,NA
753018,44150,NA
203785,10766,NA
203777,25915,NA
449516,29624,NA
66682,18365,NA
1308049,58072,NA
456405,48992,NA
535017,40818,NA
604146,35293,NA
203775,20798,NA
334138,28161,NA
1133542,58071,NA
203972,22960,NA
497090,29404,NA
203980,25144,NA
203991,22958,NA
203975,22957,NA
203984,23685,NA
203976,23684,NA
203979,25145,NA
45521,24410,NA
604565,41222,NA
45656,14637,NA
45566,24411,NA
482113,30822,NA
45686,20883,NA
1320509,56420,NA
620141,47328,NA
601622,44215,NA
45846,20882,NA
31539,10497,NA
603174,41221,NA
30712,28714,NA
507457,32086,NA
507454,32085,NA
329565,27170,NA
329561,27169,NA
516755,33951,NA
493179,29736,NA
205605,23830,NA
347820,31645,NA
205564,21695,NA
481692,39981,NA
205559,26551,NA
205557,20479,NA
591371,36502,NA
493180,29737,NA
546626,32956,NA
493181,31646,NA
205638,20478,NA
344811,29457,NA
485615,29459,NA
204367,26302,NA
204359,24891,NA
490178,31501,NA
490137,29458,NA
7182,29219,NA
204604,18939,NA
204609,14682,NA
626599,37454,NA
204585,02192,NA
204594,21258,NA
204611,24776,NA
336197,27591,NA
205702,22544,NA
205707,24857,NA
333860,27997,NA
489469,22548,NA
204091,24504,NA
333134,27683,NA
204089,12341,NA
221345,27035,NA
451802,32139,NA
758094,36840,NA
204088,20796,NA
456260,30343,NA
543042,33720,NA
105897,16231,NA
534434,44153,NA
1081365,50876,NA
36921,27698,NA
36923,06042,NA
537332,56379,NA
1008913,47263,NA
1124757,58073,NA
36915,05400,NA
36916,21000,NA
1382445,54011,NA
1976135,57276,NA
1479539,50106,NA
334025,28198,NA
499029,30149,NA
1370021,48110,NA
1092186,50104,NA
373979,28537,NA
456234,32014,NA
486182,42430,NA
275803,27299,NA
1595189,50105,NA
1088785,48108,NA
1314405,46450,NA
1128787,48109,NA
504845,30507,NA
203704,25724,NA
203699,25216,NA
327995,27263,NA
203702,25725,NA
203695,20266,NA
203696,05285,NA
203694,20265,NA
327936,27262,NA
346260,33722,NA
203697,12205,NA
441687,28871,NA
203700,25217,NA
894083,41649,NA
493342,35679,NA
206560,22167,NA
1308340,55166,NA
447000,32966,NA
206556,22164,NA
493327,29746,NA
86542,55167,NA
1531844,51520,NA
202682,07573,NA
878409,41650,NA
492305,31772,NA
1389777,47847,NA
206559,22165,NA
334107,28131,NA
493328,13064,NA
377010,45971,NA
60336,26639,NA
1078062,41406,NA
540194,42917,NA
1691398,50697,NA
1340883,47555,NA
485156,45972,NA
1074475,42918,NA
1310228,47554,NA
2025993,56624,NA
507682,35381,NA
488221,31105,NA
1971908,56623,NA
592394,44460,NA
1887917,54578,NA
1522286,49357,NA
1310232,44459,NA
60351,26640,NA
541921,41408,NA
1278516,45969,NA
60376,23505,NA
60381,21546,NA
15877,26641,NA
543928,54576,NA
1094413,54577,NA
540328,41407,NA
1110432,44458,NA
1143841,57478,NA
36822,15949,NA
36848,24211,NA
831385,43660,NA
549374,36699,NA
456205,34833,NA
36846,14053,NA
831350,59045,NA
36840,20676,NA
453681,32373,NA
36845,22925,NA
2455,14052,NA
1070831,43661,NA
1843246,57479,NA
621821,35684,NA
89027,44807,NA
32722,27000,NA
32682,03250,NA
534957,33191,NA
32671,23594,NA
32713,24927,NA
484662,29088,NA
556695,32237,NA
333607,27481,NA
60476,19029,NA
326670,17625,NA
326672,17626,NA
896997,36503,NA
326671,23831,NA
332769,13577,NA
332804,14129,NA
332800,14130,NA
332782,25765,NA
332809,16817,NA
180685,17881,NA
499679,32141,NA
333750,28222,NA
774729,35974,NA
333747,28221,NA
499703,32974,NA
42011,20807,NA
203539,32973,NA
1192210,44622,NA
333749,15853,NA
1541282,51382,NA
370545,35973,NA
105291,17882,NA
536071,33670,NA
329118,00119,NA
329122,21714,NA
329153,18480,NA
487908,33669,NA
333434,27802,NA
555271,35872,NA
329132,18479,NA
536730,31333,NA
536725,35791,NA
183903,21189,NA
486192,31332,NA
879791,36842,NA
204497,23258,NA
501027,31330,NA
204533,21187,NA
204501,26014,NA
486193,31331,NA
879789,35790,NA
204525,21188,NA
1398583,47452,NA
620346,47451,NA
1144105,44350,NA
1042629,42802,NA
339938,28590,NA
497861,32975,NA
339934,28587,NA
206689,25271,NA
206679,03659,NA
206686,25269,NA
206677,23778,NA
334395,16075,NA
488126,29258,NA
206676,08912,NA
452533,31648,NA
452461,31647,NA
2015146,56497,NA
452510,32977,NA
205591,23652,NA
510211,45657,NA
763414,37402,NA
494496,53866,NA
1077590,51006,NA
550944,54272,NA
205596,24897,NA
205587,13268,NA
549046,47167,NA
1071781,45655,NA
50736,24623,NA
50726,31134,NA
50171,08655,NA
1203175,58222,NA
50111,14850,NA
50081,08653,NA
456400,41576,NA
1074824,55042,NA
513902,41577,NA
50136,28270,NA
50766,51418,NA
456396,29799,NA
1676660,58221,NA
38361,30878,NA
537990,45857,NA
50226,21219,NA
480339,58742,NA
1015447,58749,NA
545297,58743,NA
1864295,58747,NA
1314028,47937,NA
891793,58750,NA
540180,58744,NA
345009,28532,NA
204654,08521,NA
204656,19071,NA
204653,05442,NA
489936,47545,NA
338039,29744,NA
206604,12746,NA
489964,12748,NA
206605,21936,NA
489853,31556,NA
1200295,51174,NA
544174,39334,NA
206607,14419,NA
1403633,49350,NA
655188,54565,NA
1825425,54566,NA
1863263,58757,NA
1277025,55742,NA
1277024,55743,NA
1090810,58755,NA
1277022,55739,NA
207448,30621,NA
497304,35783,NA
497305,35782,NA
547886,40035,NA
180967,30620,NA
506635,33601,NA
206742,26826,NA
204122,16289,NA
540070,36845,NA
204008,26184,NA
204006,14329,NA
540004,31341,NA
540073,35115,NA
204011,19785,NA
540065,34169,NA
375455,31340,NA
540341,36844,NA
204004,18494,NA
487745,29212,NA
204014,16660,NA
328105,30746,NA
328101,30747,NA
327932,30624,NA
142007,35044,NA
205372,35042,NA
336310,35049,NA
207236,35050,NA
336312,35048,NA
205344,35043,NA
1532156,49786,NA
630054,49779,NA
1597479,56699,NA
1897249,58734,NA
1806764,55242,NA
885240,49788,NA
1191974,56700,NA
2117632,58733,NA
532022,40021,NA
491817,51297,NA
1097463,49784,NA
374959,49789,NA
548116,33728,NA
337923,33727,NA
271621,23763,NA
271617,06883,NA
494027,29817,NA
494981,31668,NA
1008066,35751,NA
204724,34499,NA
271615,26872,NA
837387,39918,NA
271611,13217,NA
623599,13303,NA
271609,11962,NA
271620,25352,NA
271613,26871,NA
327152,29644,NA
541880,39838,NA
327134,29642,NA
327149,29643,NA
541878,32993,NA
492389,29645,NA
332906,09085,NA
332905,20278,NA
502265,14098,NA
332885,16099,NA
332884,25598,NA
332909,22639,NA
332882,27191,NA
183823,28340,NA
81997,28341,NA
345014,29968,NA
16006,28338,NA
183824,32604,NA
345057,29967,NA
545865,34231,NA
545867,34230,NA
546039,41097,NA
1381678,48513,NA
1535393,56313,NA
34089,30860,NA
32314,16458,NA
1092542,58514,NA
140290,33202,NA
743521,37851,NA
1131069,47685,NA
743518,37850,NA
2042166,56705,NA
1304703,57959,NA
181774,29677,NA
1998121,54552,NA
1377644,56171,NA
43496,28719,NA
43641,26483,NA
542505,47841,NA
43516,24629,NA
1644978,56172,NA
595467,37495,NA
885372,37494,NA
8391,37497,NA
43481,21940,NA
43461,18923,NA
1388441,47840,NA
535604,41007,NA
1304702,55161,NA
590802,50684,NA
1402402,49346,NA
499151,32199,NA
323824,28554,NA
620835,40388,NA
323825,28555,NA
323827,28557,NA
329140,34957,NA
329139,34956,NA
329138,34955,NA
63377,47265,NA
310385,14146,NA
1193975,44154,NA
1320452,46693,NA
1530332,50878,NA
545835,50877,NA
1003127,41155,NA
1531887,48998,NA
105286,28276,NA
1356260,48997,NA
59291,28277,NA
59341,05461,NA
59336,19378,NA
204821,23252,NA
59006,19607,NA
59361,22860,NA
59096,13651,NA
47406,21014,NA
59081,24774,NA
59146,17055,NA
59111,05463,NA
456822,32776,NA
206955,16938,NA
452389,41642,NA
555420,33627,NA
498493,31998,NA
1353686,46265,NA
1590423,55149,NA
452472,36025,NA
1349319,58685,NA
621251,42475,NA
534593,35239,NA
886331,54918,NA
37376,14566,NA
850958,40822,NA
36935,18573,NA
534595,38174,NA
1451044,55829,NA
37391,29184,NA
37521,35238,NA
36931,10472,NA
36961,24478,NA
1191282,56293,NA
502150,44838,NA
1590450,48872,NA
1539883,56292,NA
1017138,50793,NA
333723,44839,NA
1837947,55240,NA
376726,44840,NA
333720,44836,NA
502306,44846,NA
652203,44843,NA
620419,20828,NA
499923,32099,NA
502961,30435,NA
552537,40456,NA
325994,10815,NA
325993,12105,NA
325992,12104,NA
503337,34163,NA
324443,30434,NA
480578,36850,NA
485078,30836,NA
203940,27595,NA
57017,06241,NA
1117439,55831,NA
487004,45397,NA
57027,02290,NA
57012,03744,NA
56952,02289,NA
456593,32519,NA
627340,36852,NA
56997,24421,NA
56982,05825,NA
606520,45396,NA
203941,25938,NA
1132450,44156,NA
456613,38186,NA
34712,30981,NA
448381,35307,NA
1111871,47268,NA
204683,30980,NA
34713,23177,NA
34711,20929,NA
204687,27761,NA
890764,57950,NA
1323828,57951,NA
1388970,57952,NA
456758,30896,NA
346538,30897,NA
204595,05950,NA
204627,26020,NA
204601,18664,NA
204625,24416,NA
204590,02271,NA
104307,30895,NA
205641,23362,NA
205633,26213,NA
205639,24388,NA
205607,09990,NA
205623,18861,NA
483736,31324,NA
605773,33672,NA
205631,26212,NA
332908,27547,NA
336403,27838,NA
326673,27283,NA
536286,33673,NA
555112,35807,NA
326694,20812,NA
494058,35806,NA
487733,31214,NA
326695,10352,NA
487701,29213,NA
326697,20811,NA
487716,33674,NA
326677,27286,NA
511150,46759,NA
450450,28918,NA
450439,28917,NA
1467540,48408,NA
326817,20685,NA
450438,28916,NA
326622,14960,NA
326623,23479,NA
326620,05494,NA
342796,17560,NA
202978,25540,NA
328155,25542,NA
557436,32997,NA
495778,31583,NA
336214,28442,NA
270428,21412,NA
270433,19942,NA
204970,17281,NA
204998,12573,NA
487052,31334,NA
487050,29192,NA
333727,27892,NA
537511,33729,NA
456977,32605,NA
205115,24422,NA
205126,02315,NA
486167,46861,NA
887732,38170,NA
889120,55823,NA
456764,36855,NA
36084,27612,NA
598657,42477,NA
55642,58079,NA
203336,10394,NA
206192,32669,NA
53317,24409,NA
48291,32668,NA
53277,49000,NA
486687,35312,NA
56772,26023,NA
486686,35311,NA
540864,45398,NA
500922,31039,NA
1284317,50561,NA
854689,37262,NA
510588,45519,NA
487655,31326,NA
882402,45520,NA
333004,27658,NA
1321247,53144,NA
1725298,50560,NA
487649,29223,NA
1526334,55989,NA
205595,26311,NA
1305921,44158,NA
488754,31403,NA
205609,12658,NA
343167,44101,NA
205615,23423,NA
488561,29311,NA
205622,23425,NA
205642,12657,NA
488440,29310,NA
1138388,44100,NA
1088486,40824,NA
205628,26312,NA
333486,27834,NA
205630,18521,NA
883476,42479,NA
1369947,47270,NA
205632,24915,NA
1662311,50882,NA
777807,40823,NA
1600401,58078,NA
2281874,59457,NA
1743913,58075,NA
1687438,59458,NA
1613495,58077,NA
274884,22640,NA
324580,27441,NA
274391,20362,NA
274885,22641,NA
276108,25520,NA
274887,18293,NA
274883,20363,NA
273421,20364,NA
274886,25519,NA
1403811,47996,NA
1085778,46423,NA
54857,33855,NA
548621,57026,NA
1206129,44882,NA
622879,43420,NA
622885,41812,NA
622999,41813,NA
1090772,47997,NA
1603360,58972,NA
45281,10561,NA
204889,31202,NA
35786,23376,NA
621975,35725,NA
31008,11736,NA
622869,41811,NA
1524045,49930,NA
200744,44881,NA
457029,33856,NA
2230073,58973,NA
593040,35340,NA
486896,29499,NA
520016,33710,NA
486898,29501,NA
486902,29500,NA
593039,39083,NA
334185,27843,NA
1913818,58382,NA
207144,26494,NA
49251,23225,NA
2122257,56632,NA
457046,29531,NA
602179,35673,NA
207138,23554,NA
207132,15087,NA
1886115,58383,NA
207143,26493,NA
620183,35675,NA
602911,35672,NA
1308046,45988,NA
891536,45985,NA
457242,35674,NA
457045,29532,NA
885941,37520,NA
207056,15195,NA
489984,33001,NA
489971,33000,NA
207080,26750,NA
620351,37518,NA
548769,35413,NA
207057,19312,NA
489967,29445,NA
207053,25448,NA
489960,35414,NA
543074,37522,NA
492654,31230,NA
270392,20381,NA
270391,20380,NA
1010778,40195,NA
270400,23767,NA
270404,20379,NA
607507,35979,NA
334183,28150,NA
270396,26411,NA
336118,28595,NA
332055,54920,NA
332054,28593,NA
332066,28592,NA
206608,18981,NA
1334592,47071,NA
456989,35274,NA
1196994,45576,NA
333760,27897,NA
206611,23229,NA
28946,37453,NA
1350200,50670,NA
183259,24571,NA
84517,18336,NA
84512,35127,NA
626912,35126,NA
84537,11948,NA
2218922,58709,NA
35224,19936,NA
206539,35204,NA
1196320,44067,NA
1127469,49417,NA
1194914,54647,NA
1700964,58708,NA
48811,24555,NA
334590,37634,NA
35247,21939,NA
35226,19934,NA
35218,19935,NA
35231,16702,NA
1360594,50720,NA
1343495,51236,NA
1205068,54648,NA
1468697,49416,NA
1290381,49415,NA
1700957,56650,NA
492231,37627,NA
275667,14953,NA
492270,34083,NA
453703,34081,NA
517218,35495,NA
334617,34082,NA
334616,34085,NA
1289606,45400,NA
55797,23268,NA
988324,48586,NA
52247,43859,NA
1302540,55834,NA
880099,42481,NA
1269452,57764,NA
55962,06273,NA
52112,29423,NA
457010,40827,NA
52262,10755,NA
51962,27819,NA
457012,30974,NA
52202,24590,NA
534658,43860,NA
457017,40828,NA
52012,24591,NA
540322,43858,NA
1117765,55835,NA
457002,32574,NA
326750,20488,NA
326741,24163,NA
447547,33864,NA
326740,25775,NA
326742,22885,NA
326746,15932,NA
326749,20489,NA
1470811,48651,NA
58326,03204,NA
205801,03205,NA
205804,21432,NA
832939,50505,NA
58111,24696,NA
1268508,50506,NA
535344,32521,NA
621766,37103,NA
603776,35155,NA
205806,23318,NA
457944,05840,NA
58006,30910,NA
274670,26288,NA
274644,26286,NA
274678,26289,NA
274695,29237,NA
274654,26287,NA
326246,22621,NA
205670,21420,NA
205676,21421,NA
620873,35516,NA
90042,41981,NA
445021,39628,NA
1850831,58438,NA
620871,41456,NA
336433,27954,NA
205669,21419,NA
449715,31506,NA
272121,32146,NA
544084,19195,NA
333059,18232,NA
333055,18231,NA
493682,29816,NA
1381078,48583,NA
34107,18677,NA
492718,31180,NA
204586,36853,NA
34270,24477,NA
34188,14495,NA
598384,36854,NA
33964,18676,NA
34095,16455,NA
204519,21182,NA
534495,30957,NA
61017,27228,NA
60057,04278,NA
457349,30956,NA
486488,29422,NA
542160,39842,NA
487446,35468,NA
487443,33026,NA
542158,33025,NA
346275,29230,NA
346061,23703,NA
349124,31404,NA
345655,22676,NA
345757,27874,NA
345748,25095,NA
887133,39841,NA
349062,29229,NA
345759,31405,NA
85011,27051,NA
598193,51640,NA
47716,11704,NA
310219,22176,NA
495149,33791,NA
43966,35722,NA
543365,40259,NA
85016,43388,NA
1404927,48030,NA
1730012,57120,NA
374672,31163,NA
47841,11449,NA
350052,33790,NA
1050041,43389,NA
333606,27480,NA
35570,24616,NA
35538,24617,NA
23959,19241,NA
206626,26137,NA
35535,19240,NA
530806,32470,NA
10602,30842,NA
14571,30843,NA
35547,20800,NA
28352,25545,NA
207485,25547,NA
207494,25548,NA
336947,43725,NA
456381,43724,NA
605056,35093,NA
1314089,55879,NA
833949,44201,NA
16283,20806,NA
593280,55878,NA
1192815,55877,NA
1264262,45739,NA
33312,10412,NA
36216,23262,NA
201661,06166,NA
36219,23261,NA
36217,20889,NA
326693,37195,NA
204024,32618,NA
497661,30133,NA
36218,24445,NA
621458,41275,NA
221387,22726,NA
486296,31857,NA
221391,22727,NA
221385,22725,NA
451176,42166,NA
35470,30632,NA
621205,48339,NA
1057217,40589,NA
517680,34731,NA
1697846,55837,NA
1487224,50243,NA
35233,10132,NA
446924,31978,NA
501801,40345,NA
501612,30475,NA
501880,31979,NA
220170,23605,NA
220172,20387,NA
517543,40457,NA
330182,22665,NA
330173,18424,NA
442496,30524,NA
330177,18425,NA
442502,20318,NA
