DirectorID,EXECID,execCIK
1622547,51508,NA
507203,59719,NA
507204,59721,NA
103817,18049,NA
1922727,57973,NA
340420,57979,NA
340423,57976,NA
338884,31283,NA
32171,31285,NA
338846,24335,NA
1090785,44357,NA
541773,31641,NA
324674,05667,NA
46576,08956,NA
273649,26406,NA
375260,37830,NA
270893,14221,NA
340931,14220,NA
334982,24098,NA
1010281,51778,NA
323767,14530,NA
1038561,47191,NA
273624,47186,NA
506815,42039,NA
65382,26792,NA
65317,26793,NA
207172,26261,NA
180010,29700,NA
275652,20009,NA
332564,27572,NA
332563,27571,NA
275710,20010,NA
1003668,50097,NA
140095,47964,NA
203887,26084,NA
140099,21379,NA
140093,21378,NA
489256,29390,NA
55897,10631,NA
1134072,44184,NA
59271,26006,NA
69682,04684,NA
69672,17025,NA
39021,00510,NA
549314,43787,NA
543341,47892,NA
339037,43788,NA
550142,43791,NA
338702,07883,NA
338694,07879,NA
884776,35770,NA
342255,26755,NA
1078674,56219,NA
63117,20629,NA
63082,17769,NA
62937,17770,NA
62927,17768,NA
836736,48239,NA
332689,25643,NA
183026,11927,NA
183023,11926,NA
183011,11924,NA
183019,11925,NA
141534,07986,NA
2299694,59580,NA
200955,07987,NA
831166,40635,NA
203293,22961,NA
200954,07985,NA
70147,04197,NA
70202,17959,NA
274959,18107,NA
274960,18108,NA
507024,53822,NA
78777,00522,NA
78847,26533,NA
45101,16521,NA
450625,37709,NA
486341,51701,NA
486330,51700,NA
486340,51702,NA
496547,51699,NA
1304678,51705,NA
486335,51703,NA
202997,43470,NA
335658,17016,NA
203000,43465,NA
183256,12812,NA
1747522,55156,NA
57717,00347,NA
1519892,56441,NA
54292,03557,NA
489833,35380,NA
7181,28166,NA
272446,26390,NA
201857,26389,NA
322783,29716,NA
82667,00549,NA
66767,20484,NA
142115,16156,NA
983477,17187,NA
142228,21363,NA
142237,16160,NA
89997,26920,NA
90027,26919,NA
620576,35886,NA
273676,13924,NA
273648,13923,NA
494289,31937,NA
204145,26241,NA
606386,36851,NA
202613,16715,NA
48531,22193,NA
48746,22192,NA
48376,22195,NA
1272064,55451,NA
1268997,46479,NA
650464,43442,NA
49181,14696,NA
499089,40328,NA
104257,30687,NA
747756,42535,NA
31384,27556,NA
31220,14327,NA
31200,00516,NA
31210,01113,NA
594011,36409,NA
833894,34834,NA
504437,16010,NA
1708921,60533,NA
63802,16971,NA
63712,11512,NA
63697,15001,NA
63887,24758,NA
63672,00518,NA
63832,11513,NA
653220,39988,NA
6562,33133,NA
337814,33137,NA
594482,30477,0001192881
594466,11667,0001184368
183362,34846,NA
203519,13201,NA
33551,14590,NA
33546,05895,NA
762898,41138,NA
31844,27193,NA
1275216,44513,NA
65807,07333,NA
201647,09938,NA
201644,09934,NA
275262,14900,NA
275251,11572,NA
603681,40489,NA
1689250,59504,NA
327076,22809,NA
481100,20049,NA
343380,29680,NA
624099,38373,NA
85187,10904,NA
489655,31520,NA
793292,13035,NA
32406,00891,NA
607333,21757,NA
604951,47317,NA
1365319,47318,NA
68877,03388,NA
201212,16560,NA
35960,03721,NA
83017,03742,NA
203746,18244,NA
532702,47700,NA
275516,08253,NA
200061,13045,NA
200079,14963,NA
70267,20401,NA
36276,29077,NA
36263,27604,NA
36340,21072,NA
455061,35072,NA
182291,08048,NA
203489,08045,NA
200463,08039,NA
492663,33151,NA
897255,45736,NA
183565,00525,NA
182781,15545,NA
182777,08714,NA
90837,17363,NA
90812,14217,NA
43406,29204,NA
90967,00980,NA
443065,30227,NA
325536,24802,NA
375670,42025,NA
56102,20227,NA
480893,34502,NA
480632,34500,NA
480664,34503,NA
59671,02717,NA
620954,34811,NA
206346,17685,NA
592199,45261,NA
376785,34009,NA
205781,21278,NA
376352,34853,NA
890968,41258,NA
44861,03725,NA
45161,14585,NA
55531,19404,NA
321966,30231,NA
332792,28175,NA
332817,26596,NA
332799,43197,NA
203064,22686,NA
890948,45452,NA
35016,05780,NA
34770,00532,NA
888666,45899,NA
142180,26161,NA
142175,26160,NA
142173,00533,NA
1134272,07005,NA
55447,19137,NA
38016,01547,NA
55487,19140,NA
55452,23293,NA
480591,30811,NA
480557,29522,NA
490303,38946,NA
201923,06990,NA
201924,27943,NA
310066,28307,NA
68927,20059,NA
70222,23412,NA
507040,57607,NA
490291,40860,NA
340618,07018,NA
340635,21773,NA
340649,07017,NA
340449,40395,NA
481388,33160,NA
481384,33159,NA
1254808,57630,NA
50876,13929,NA
51071,25626,NA
494187,31781,NA
182756,26632,NA
1136607,43855,NA
35699,19182,NA
35682,05360,NA
35698,13382,NA
598186,45235,NA
275688,16989,NA
493676,31724,NA
606450,42687,NA
338491,29505,NA
508876,41744,NA
275802,23615,NA
275776,23614,NA
275793,20118,NA
51767,20116,NA
36235,20117,NA
55426,21138,NA
830676,42053,NA
270240,18644,NA
42546,31872,NA
87602,26850,NA
87582,33164,NA
87587,26849,NA
35928,02771,NA
35936,21850,NA
35937,16568,NA
183431,16314,NA
183428,16317,NA
183425,25693,NA
183436,16315,NA
327743,12278,NA
182239,12274,NA
625065,35442,NA
200043,13610,NA
61706,02784,NA
34826,29263,NA
63547,02800,NA
63572,19157,NA
63562,02805,NA
87192,23068,NA
65437,02416,NA
182120,15520,NA
182112,13549,NA
203378,27058,NA
495421,42570,NA
57987,13390,NA
205961,29709,NA
57957,15774,NA
180325,20672,NA
180324,20670,NA
180327,23724,NA
140966,20671,NA
323751,10809,NA
323615,27342,NA
56517,01464,NA
452542,30439,NA
326016,18574,NA
487342,35353,NA
66937,33176,NA
66887,33175,NA
78542,33177,NA
205904,20860,NA
1595178,49931,NA
540190,49952,NA
59901,04931,NA
92262,04932,NA
182349,20299,NA
183445,20300,NA
180042,21767,NA
375934,45213,NA
342595,13324,NA
342866,28313,NA
342618,13323,NA
342566,13321,NA
200347,10308,NA
200352,10307,NA
491353,33225,NA
201448,10309,NA
334875,46377,NA
1965141,55513,NA
1087617,51450,NA
843581,51462,NA
545010,35678,NA
346003,28241,NA
1390729,46255,NA
88627,55655,NA
334631,57371,NA
1537779,57375,NA
373525,57376,NA
373289,57368,NA
329592,34028,NA
329591,34029,NA
183407,08123,NA
513279,32070,NA
332916,13688,NA
342047,06313,NA
1270050,44199,NA
342011,19475,NA
342000,04956,NA
201867,28200,NA
342562,35009,NA
68527,35010,NA
342870,29871,NA
343675,29874,NA
343728,29872,NA
200210,29870,NA
489667,33680,NA
103467,32365,NA
515647,30730,NA
70587,14644,NA
103462,00545,NA
103487,05340,NA
553029,42362,NA
63972,09313,NA
64002,09312,NA
270211,25030,NA
270209,27045,NA
62977,14673,NA
62967,04967,NA
63242,04969,NA
62957,04970,NA
62987,24457,NA
456004,30975,NA
62992,12726,NA
62952,00547,NA
323773,34057,NA
44536,23127,NA
881227,47692,NA
555940,51586,NA
555889,51584,NA
555887,51585,NA
555897,51588,NA
371660,43161,NA
205017,28065,NA
450263,29995,NA
801341,48176,NA
61942,19665,NA
67887,14262,NA
61847,11638,NA
61812,10425,NA
181311,19190,NA
532630,33227,NA
32905,17460,NA
730057,24668,NA
78602,00630,NA
78617,29688,NA
330598,25550,NA
141654,33233,NA
330605,25551,NA
41046,23161,NA
40506,13594,NA
1355086,50049,NA
511356,33235,NA
511366,33234,NA
140691,15897,NA
180364,34901,NA
180376,34902,NA
329822,34641,NA
871841,47100,NA
329712,34640,NA
329701,34639,NA
160005,34325,NA
104277,08533,NA
373733,32528,NA
341717,33773,NA
182308,22060,NA
182315,22061,NA
182327,22059,NA
207156,22064,NA
201598,28755,NA
65712,13237,NA
507572,42024,NA
507492,42023,NA
507500,42020,NA
273108,26204,NA
183498,30236,NA
54612,05905,NA
36143,02782,NA
47046,23103,NA
338639,16076,NA
1381057,56011,NA
45781,06212,NA
84747,17836,NA
507574,40551,NA
220498,33245,NA
220484,33242,NA
489909,29369,NA
201832,27865,NA
201075,27864,NA
205674,23544,NA
1756682,51491,NA
764887,36324,NA
551163,34510,NA
551171,34509,NA
1093129,43862,NA
443056,41706,NA
442792,41707,NA
141224,08909,0001179677
141191,08911,0001179665
202341,33816,0001268271
141187,08910,0001179679
501690,43417,0001369558
345185,12579,NA
370487,33249,NA
345520,33248,NA
34893,02873,NA
202548,40864,NA
35947,02871,NA
11269,01369,NA
36804,00563,NA
1007391,40763,NA
443659,30241,NA
1131709,42730,NA
323347,17913,NA
43646,20720,NA
183022,30245,NA
274627,00564,NA
274656,11455,NA
320506,21388,NA
200104,24938,NA
200102,02794,NA
200117,02793,NA
35925,16567,NA
339604,06247,NA
340222,27413,NA
12174,15940,NA
340590,04993,NA
553043,35336,NA
625062,34236,NA
56076,20959,NA
204960,16591,NA
204969,14798,NA
34465,26697,NA
34442,02833,NA
448890,08663,NA
484919,32453,NA
448891,08664,NA
448893,08662,NA
340959,49630,NA
1117071,40862,NA
448888,08665,NA
334134,28147,NA
350108,29613,NA
88932,03421,NA
88917,00573,NA
183869,26253,NA
44951,01496,NA
202439,22906,NA
451970,25858,NA
31204,00272,NA
34222,12144,NA
33472,12142,NA
339196,29450,NA
339228,29452,NA
339220,29451,NA
512961,51332,NA
204399,25985,NA
777459,43154,NA
598505,36590,NA
59962,00190,NA
60062,04936,NA
59952,04934,NA
360060,12372,NA
342988,43398,NA
780017,37884,NA
508925,37880,NA
506537,14967,NA
444059,15267,NA
545804,17017,NA
67152,00562,NA
1347259,57802,NA
63417,01761,NA
1092110,43641,NA
1092059,43642,NA
1538652,50852,NA
1521183,49608,NA
486807,31023,NA
1542596,56751,NA
1131198,43639,NA
1092108,43638,NA
1086885,50851,NA
1118642,43640,NA
46291,06966,NA
46776,25939,NA
47251,25940,NA
47351,35082,NA
46831,29078,NA
47006,20357,NA
484476,30821,NA
602894,46869,NA
201849,28774,NA
201861,28773,NA
201851,28772,NA
182699,13767,NA
181246,28613,NA
181251,28614,NA
206667,28617,NA
181248,28612,NA
1326971,49708,NA
181193,24879,NA
182355,27046,NA
182352,12074,NA
35448,10173,NA
889544,44167,NA
507733,44166,NA
52237,10174,NA
55412,14904,NA
55667,26678,NA
200707,16127,NA
200709,18942,NA
200711,16130,NA
200708,16129,NA
220227,22520,NA
204152,12693,NA
221091,06269,NA
201047,05722,NA
339844,05027,NA
340503,25649,NA
42366,10725,NA
270445,15711,NA
78472,04953,NA
78457,11275,NA
495233,39998,NA
310081,18093,NA
1137617,43567,NA
205465,19477,NA
207456,23348,NA
201811,13189,NA
338602,31887,NA
338626,31889,NA
374055,35897,NA
36490,00456,NA
487018,29623,NA
203579,24371,NA
52686,16647,NA
12574,05914,NA
484096,32525,NA
70682,04450,NA
200269,34517,NA
200270,34952,NA
346602,34518,NA
338942,21384,NA
38136,14406,NA
1314672,45458,NA
61406,10614,NA
38166,03370,NA
483835,29019,NA
1354418,55672,NA
1354398,55674,NA
322622,08674,NA
360057,28736,NA
322608,08673,NA
339541,31715,NA
1281713,45283,NA
550752,35623,NA
483563,34242,NA
446101,43625,NA
500049,43623,NA
38571,20993,NA
38631,42328,NA
35107,21128,NA
592845,35309,NA
35109,12687,NA
35113,05978,NA
35111,01187,NA
35105,02868,NA
54757,23111,NA
54142,05880,NA
333038,28620,NA
339509,48024,NA
104622,13778,NA
181158,33995,NA
181172,33990,NA
1135450,47322,NA
36636,02878,NA
25834,00593,NA
36833,17656,NA
444334,37921,NA
205249,22247,NA
66962,02655,NA
201738,22393,NA
201746,20350,NA
485168,35245,NA
1193053,51696,NA
43531,18428,NA
454640,29994,NA
641282,49689,NA
446175,27003,NA
90547,03869,NA
1251672,48815,NA
340268,27653,NA
340096,29957,NA
1113583,42150,NA
502449,32203,NA
331623,32204,NA
203882,26079,0001206911
36904,26626,NA
36888,49049,NA
31662,01412,NA
441125,02884,NA
545856,54979,NA
103402,12556,NA
36885,21266,NA
84391,56415,NA
449106,55209,NA
372888,15707,NA
183564,32383,NA
346317,46772,NA
644184,55138,NA
203444,32381,NA
36377,08267,NA
36387,10038,NA
341421,28993,NA
341370,18179,NA
340786,18181,NA
340801,22996,NA
341348,20698,NA
340861,18180,NA
530693,05560,NA
530698,05562,NA
530699,31910,NA
54897,16561,NA
54992,14974,NA
36820,00598,NA
24846,12898,NA
56192,05758,NA
201787,44036,NA
599867,44731,NA
201893,44038,NA
325705,44037,NA
201887,44043,NA
54042,03343,NA
34949,00600,NA
34948,01418,NA
34973,02900,NA
180579,30958,NA
88622,23979,NA
330485,27424,NA
64212,06021,NA
64182,16166,NA
334333,32419,NA
64202,20727,NA
481697,30760,NA
64187,12365,NA
328030,22775,NA
181786,20110,NA
67852,08566,NA
884100,45745,NA
205272,24709,NA
141220,03746,NA
270378,28463,NA
42256,24724,NA
1381393,46979,NA
534948,41220,NA
33452,02912,NA
35972,02911,NA
35981,14881,NA
35924,03685,NA
42286,24725,NA
333978,27908,NA
894295,47327,NA
37611,03523,NA
36911,13522,NA
39831,13521,NA
39531,00608,NA
142023,08191,NA
142096,08189,NA
496917,40866,NA
83717,21492,NA
1193527,42558,NA
83747,21491,NA
332581,27575,NA
836184,37956,NA
836181,37954,NA
488736,31991,NA
445732,20172,NA
448982,41012,NA
35797,01471,NA
796520,46641,NA
1193511,46645,NA
796521,46637,NA
456394,32407,NA
206010,12761,NA
594469,31675,NA
206511,41983,NA
330840,41985,NA
1369358,56927,NA
103732,18047,NA
1068300,42374,NA
1068298,42372,NA
499947,50714,NA
847237,46264,NA
513109,40369,NA
445907,40371,NA
52062,42883,NA
49111,07078,NA
49161,16934,NA
182857,15424,NA
332468,36322,NA
33539,02939,NA
1131982,57044,NA
837065,43432,NA
36653,18485,NA
36632,02943,NA
272928,22364,NA
203050,10405,NA
183010,10404,NA
183016,22365,NA
180473,08294,NA
310405,27875,NA
49346,00620,NA
326500,11152,NA
480328,56003,NA
480056,56005,NA
41301,02172,NA
34225,03207,NA
31551,29095,NA
34230,12551,NA
34076,03704,NA
490194,29464,NA
206579,28629,NA
83562,00624,NA
68047,15638,NA
68057,15642,NA
274624,18283,NA
184078,17849,NA
625907,42122,NA
1941773,55979,NA
348446,30346,NA
447809,30345,NA
203835,34523,NA
203838,34524,NA
200315,26569,NA
200320,26570,NA
270123,24092,0001084247
40326,16353,NA
488075,34735,0001360603
141698,14103,0001189236
182638,14451,0001189224
33400,03688,NA
34103,03690,NA
484811,30899,NA
1877266,57048,NA
446331,51850,NA
446599,51852,NA
536199,30883,NA
325011,22477,NA
325035,12162,NA
325030,15593,NA
325038,12161,NA
325047,12160,NA
523,20974,NA
1135745,43019,NA
485706,35296,NA
42426,20973,NA
339814,09140,NA
58526,21086,NA
78637,21087,NA
451534,21513,NA
220188,29997,NA
451525,21512,NA
205031,25466,NA
180604,17420,NA
182417,20596,NA
182427,20600,NA
60682,10623,NA
205361,27820,NA
837171,47045,NA
58501,23280,NA
58396,23282,NA
58481,23285,NA
340073,54306,NA
201798,54297,NA
1871066,58578,NA
336089,28030,NA
48496,26031,NA
86142,05279,NA
180624,16188,NA
61502,07634,NA
42861,18593,NA
200917,22986,NA
200920,26987,NA
205405,21604,NA
56457,05088,NA
206220,40254,NA
499383,44939,NA
31668,02967,NA
200388,18601,NA
200389,18602,NA
553920,40413,NA
86432,19855,NA
86372,19854,NA
341827,30246,NA
341377,30247,NA
35974,16821,NA
341392,03573,NA
341351,58851,NA
341884,58849,NA
342214,15396,NA
343972,28329,NA
342662,09630,NA
54007,18239,NA
183390,06248,NA
350153,29285,NA
78662,17500,NA
78767,06672,NA
1480118,49015,NA
141908,13753,NA
141808,11912,NA
91267,11039,NA
91257,07026,NA
530809,48139,0001033742
543194,42852,NA
38026,30793,NA
182483,11256,NA
338968,20491,NA
48336,24930,NA
141948,05838,NA
27863,19238,NA
106512,31445,NA
339594,31443,NA
498482,45579,NA
1371317,47516,NA
339494,22591,NA
339203,22590,NA
221527,27037,NA
201580,11684,NA
54842,05108,NA
495700,30093,NA
599834,49773,NA
451761,46581,NA
734233,41607,NA
451467,46580,NA
372318,49774,NA
451755,46582,NA
64532,08448,NA
440823,31587,NA
64542,08449,NA
61087,01078,NA
61117,05713,NA
61127,15971,NA
1202080,44148,NA
553359,35317,NA
333928,27976,NA
88237,02140,NA
51146,24577,NA
339577,17562,NA
446046,31826,NA
640369,55218,NA
1008985,40089,NA
34841,02535,NA
204863,19083,NA
447598,40548,NA
447596,40545,NA
796433,41765,NA
796582,41764,NA
1264378,55519,NA
340225,36592,NA
339828,36591,NA
58912,01494,NA
58902,10493,NA
58867,23086,NA
343710,28839,NA
343731,28840,NA
343707,28838,NA
104662,22000,NA
201482,29355,NA
482773,02460,NA
220994,20071,NA
221353,20070,NA
49666,20103,NA
49681,20106,NA
885394,50770,NA
511584,42188,NA
201244,34532,NA
511569,34730,NA
201243,34531,NA
201241,34918,NA
34080,24436,NA
522,03922,NA
33883,39881,NA
33849,29008,NA
33847,25908,NA
451398,42304,NA
549793,42302,NA
1051310,48419,NA
35310,03005,NA
32382,24545,NA
32775,05421,NA
275819,31942,NA
275822,31944,NA
275817,31945,NA
201383,29998,NA
183161,16967,NA
1200350,59102,NA
1326690,59101,NA
201290,29431,NA
1311809,49055,NA
105967,28901,NA
517149,40682,NA
105992,28902,NA
105952,28900,NA
598481,37930,NA
322814,27337,NA
489925,31457,NA
182429,06988,NA
182457,06989,NA
7188,49648,NA
1532792,55458,NA
640320,49653,NA
1011362,49649,NA
140328,35098,NA
273889,27402,NA
655747,37515,NA
40361,05134,NA
535086,32703,NA
1009744,38446,NA
1289427,44965,NA
321658,26239,NA
321666,07001,NA
321560,06999,NA
801865,48178,NA
503907,50686,NA
89022,01081,NA
488110,43916,NA
330803,13736,NA
221147,31448,NA
446747,21372,NA
180953,17865,NA
141172,09172,NA
446638,33315,NA
341137,57166,NA
341138,57162,NA
36413,01343,NA
36423,25932,NA
58997,11322,NA
60411,18511,NA
59037,18512,NA
141485,34547,NA
86412,00664,NA
1072291,40604,NA
327570,20641,NA
86417,04042,NA
327576,27363,NA
205003,21474,NA
92387,15621,NA
202807,33323,NA
343360,35856,NA
202816,33321,NA
340483,04067,NA
340845,25133,NA
180669,28745,NA
200272,27007,NA
333137,27009,NA
200273,27006,NA
200261,27008,NA
66227,04995,NA
275680,11859,NA
1535901,51835,NA
62197,16650,NA
350064,33870,NA
340792,07074,NA
603861,43191,NA
1096537,41547,NA
1631795,56427,NA
340783,13302,NA
341848,15261,NA
450946,34075,NA
800309,37692,NA
329442,25401,NA
1117851,42859,NA
310062,35981,NA
329441,26848,NA
1133204,58308,NA
47836,24161,NA
62657,33348,NA
43236,23367,NA
339273,27103,NA
320418,33361,NA
320415,33360,NA
373825,33930,NA
86847,12375,NA
86812,03034,NA
33722,01561,NA
504203,34835,NA
488890,43670,NA
484260,51031,NA
339893,36306,NA
141655,18866,NA
141629,01983,NA
509202,37852,NA
1661975,51574,NA
509388,37856,NA
333157,18131,NA
202027,18130,NA
203543,19400,NA
202009,18129,NA
32426,01592,NA
13744,12353,NA
84682,08744,NA
328103,01609,NA
556297,36597,NA
449081,34552,NA
105237,10333,NA
105247,18556,NA
105262,12332,NA
376561,48100,NA
202463,48099,NA
447640,36194,NA
1596929,50077,NA
447757,36195,NA
878257,55713,NA
756183,55716,NA
457782,28447,NA
480486,15136,NA
480985,31952,NA
442064,33797,NA
327066,30248,NA
59631,07045,NA
1448606,46535,NA
59731,17393,NA
204874,21208,NA
326730,31463,NA
182088,31461,NA
340552,36600,NA
340551,36599,NA
340539,36603,NA
376527,31964,NA
181590,35997,NA
182784,09260,NA
803936,40605,NA
181656,22623,NA
65002,23677,NA
105256,15447,NA
64967,15445,NA
105037,19677,NA
64982,23676,NA
206269,15448,NA
1059003,58729,NA
1715468,53804,NA
446841,53808,NA
52776,16305,NA
986691,43911,NA
1321294,49065,NA
51881,16303,NA
51926,12847,NA
51976,02931,NA
446889,19621,NA
38496,00285,NA
32185,25702,NA
40891,42583,NA
447647,34808,NA
38501,01360,NA
88467,16621,NA
91117,09721,NA
38106,09718,NA
333492,27845,NA
339798,06345,NA
873256,43913,NA
36254,24603,NA
141214,01587,NA
1378869,50483,NA
36253,03786,NA
274730,44903,NA
1092181,43450,NA
4799,30312,NA
1282519,44957,NA
202137,18682,0001194024
349571,32104,NA
1713897,57580,NA
339818,57578,NA
38606,00391,NA
39031,26058,NA
38676,14029,NA
322827,30156,NA
343220,30157,NA
342933,09005,NA
339819,43769,NA
183727,23247,NA
105882,03117,NA
32458,45058,NA
440855,45057,NA
35757,19246,NA
36206,03048,NA
36172,00685,NA
486732,23389,NA
56756,00687,NA
594908,44225,NA
56771,04174,NA
206493,13054,NA
1357925,51755,NA
1357919,51757,NA
86102,14597,NA
333159,27712,NA
86692,00688,NA
44906,04185,NA
512889,40607,NA
52297,05794,NA
206889,16694,NA
84492,03144,NA
206848,16697,NA
34767,00691,NA
534106,32705,NA
330379,21243,NA
57321,14864,NA
623038,41050,NA
623049,41049,NA
39881,01433,NA
1122917,42590,NA
533292,37007,NA
790953,48162,NA
791119,48159,NA
1255302,49074,NA
38546,00695,NA
39126,29729,NA
1644999,56097,NA
182948,12675,NA
49366,10696,NA
60011,14173,NA
494067,29830,NA
205518,26701,NA
201673,16911,NA
34017,04688,NA
480382,28431,NA
480349,27130,NA
334472,19050,NA
200441,15581,NA
33498,17531,NA
57347,05501,NA
1068227,51776,NA
59002,03408,NA
1096288,43722,NA
1451131,51882,NA
207048,15037,NA
87042,20341,NA
87197,23975,NA
60071,03654,NA
180913,27456,NA
59566,15290,NA
485548,37289,NA
320465,05681,NA
1201065,46374,NA
13271,37704,NA
55566,21006,NA
598675,40289,NA
340717,17932,NA
340713,08250,NA
82857,11586,NA
444833,37877,NA
487590,29217,NA
181562,50708,NA
497926,50716,NA
181533,50710,NA
181530,50711,NA
66112,05896,NA
65107,18793,NA
206615,26034,NA
66162,01376,NA
502982,38992,NA
480034,34045,NA
370627,34046,NA
337954,34041,NA
340912,42112,NA
340937,42113,NA
82692,30567,NA
82687,30566,NA
221241,12672,NA
221225,17175,NA
1679661,49088,NA
83377,19583,NA
69297,19762,NA
330370,32283,NA
1048438,37889,NA
517859,33931,NA
603408,37890,NA
1085841,41336,NA
323300,21519,NA
497410,31732,NA
200798,20606,NA
102822,11576,NA
102852,11577,NA
204705,19277,NA
102842,11578,NA
884426,47348,NA
87357,00722,NA
183936,28779,NA
87372,13644,NA
1090797,55287,NA
1090768,55282,NA
329320,13491,NA
329282,25282,NA
329346,13492,NA
36163,01175,NA
36159,01927,NA
36173,14382,NA
1304382,46923,NA
54637,08571,NA
341452,23961,NA
1111511,45765,NA
202442,08572,NA
58306,18885,NA
62847,00704,NA
1135354,54293,NA
62897,01006,NA
62817,28029,NA
320193,17199,NA
182851,25245,NA
182850,25244,NA
335686,43632,NA
1047274,43633,NA
335806,26508,NA
203710,12398,0001194364
84371,02644,0001184743
221062,15349,NA
206106,24850,NA
540955,38482,NA
88302,04319,NA
105842,21025,NA
183286,17707,NA
220796,17704,NA
13910,21027,NA
207184,35553,NA
87447,35558,NA
272632,28644,NA
896206,35631,NA
272765,28646,NA
1079013,50587,NA
64742,00712,NA
1048940,49175,NA
105492,01997,NA
82427,01665,NA
180160,18504,NA
483672,29062,NA
1202585,55735,NA
1354818,27288,NA
1354817,50070,NA
443935,34560,NA
443884,34558,NA
444174,34559,NA
202830,05784,NA
33806,15440,NA
60577,14330,NA
341654,17137,NA
69197,08077,NA
69182,14706,NA
85837,12632,NA
69142,08074,NA
1089792,42598,NA
514583,28897,NA
1092245,42596,NA
69207,08076,NA
69257,26599,NA
324037,33285,NA
35531,04370,NA
35550,18924,NA
2307,04368,NA
35534,04367,NA
35537,04369,NA
620865,48830,NA
88862,14188,NA
620135,38487,NA
88437,10743,NA
205089,23533,NA
104222,03349,NA
620137,38486,NA
1271118,51536,NA
497114,31797,NA
35219,21938,NA
372733,43341,NA
329337,40535,NA
344757,42274,NA
344935,42273,NA
342102,31565,NA
374361,34565,NA
374641,34567,NA
1381705,56060,NA
1014775,37455,NA
486912,58247,NA
332434,49669,NA
140261,27209,NA
33468,03366,NA
27485,00717,NA
33467,03364,NA
33503,27208,NA
324664,50549,NA
321815,50544,NA
141318,07096,NA
85847,13682,NA
274852,10836,NA
274941,07098,NA
342300,26429,NA
342340,06323,NA
1786573,56814,NA
843647,40444,NA
552704,42055,NA
552695,42056,NA
552691,42057,NA
451013,50663,NA
334293,50651,NA
626025,36768,NA
326508,19184,NA
656393,40627,NA
67447,00720,NA
67432,16447,NA
67217,10322,NA
67387,10321,NA
342624,40281,NA
342610,40282,NA
441780,17609,NA
441776,17608,NA
441932,28380,NA
1663147,54033,NA
323304,09666,NA
452855,41424,NA
590465,16181,NA
38366,20589,NA
1453103,50932,NA
182725,19339,NA
202239,28345,NA
182723,04377,NA
202943,08945,NA
331649,11205,NA
892915,39875,NA
44191,08941,NA
200756,08943,NA
334765,21246,NA
550779,48635,NA
310327,18691,NA
206062,22528,NA
82552,23539,NA
202887,09870,NA
54572,09869,NA
202893,09872,NA
373616,28698,NA
342837,12073,NA
33955,23353,NA
342840,20601,NA
442988,24226,NA
442944,20151,NA
51652,01515,NA
51632,03437,NA
51667,03434,NA
1526154,55906,NA
52522,37023,NA
51692,12565,NA
33157,00723,NA
447806,51870,NA
892791,40149,NA
141493,16397,NA
63217,01869,NA
181016,21795,NA
181373,57446,NA
205273,22382,NA
65617,10724,NA
65627,19115,NA
337311,40019,NA
207089,47632,NA
1095401,58441,NA
337253,33997,NA
68952,03500,NA
68957,03502,NA
106644,27241,NA
480563,28550,NA
455764,19089,NA
599007,44360,NA
182052,06428,NA
325416,17224,NA
325405,23496,NA
325410,17223,NA
602909,37433,NA
1388590,57929,NA
1094625,45926,NA
373380,51817,NA
1400741,51819,NA
103777,08631,NA
490258,33305,NA
506784,19406,NA
324013,14287,NA
273820,11974,NA
517690,53149,NA
206164,59128,NA
1192715,59135,NA
340462,29306,NA
532398,44237,NA
200839,26378,NA
44946,03538,NA
56831,23195,NA
36487,03537,NA
57186,32846,NA
57001,25608,NA
502142,40465,NA
181359,42610,NA
274715,34571,NA
274726,44240,NA
445068,49960,NA
621635,49967,NA
103707,26432,NA
103692,26433,NA
66922,08591,NA
1015445,55525,NA
66912,08589,NA
499582,32013,NA
68087,27026,NA
68082,27025,NA
68102,27027,NA
68067,27024,NA
274621,07101,NA
274741,19116,NA
274697,07102,NA
310268,28725,NA
39151,27162,NA
1388163,57568,NA
455404,58618,NA
1386746,58627,NA
1270206,51619,NA
220457,57669,NA
1308414,46297,NA
504379,35988,NA
342333,34923,NA
342354,34922,NA
506852,34579,NA
341092,34577,NA
341302,34578,NA
805015,35934,NA
1532948,55100,NA
536741,35935,NA
338388,01463,NA
182069,24972,NA
1074148,46067,NA
310501,27824,NA
340429,28648,NA
451952,24193,NA
1114832,51158,NA
183313,51160,NA
61657,25925,NA
1451319,54125,NA
1080375,42611,NA
202561,48639,NA
328547,09173,NA
202564,27984,NA
1393812,58358,NA
341101,33334,NA
341087,33335,NA
341104,33336,NA
341074,33338,NA
36303,33333,NA
1047264,53889,NA
515769,33339,NA
88042,18547,NA
204549,12414,NA
81432,00743,NA
1618140,57177,NA
204547,21673,NA
772452,34773,NA
204545,18642,NA
772458,34774,NA
106032,00744,NA
106097,10136,NA
183401,33617,NA
182519,47943,NA
549656,33618,NA
182511,00745,NA
69172,04704,NA
333781,27916,NA
69132,04702,NA
37671,12654,NA
55466,21139,NA
90877,01040,NA
33356,18812,NA
1304732,48640,NA
33338,12653,NA
8820,14631,NA
206280,07800,NA
81187,23610,NA
81197,23611,NA
55251,30880,NA
204719,46012,NA
481082,42972,NA
326197,33341,NA
444755,33343,NA
801661,15832,NA
206144,25174,NA
46761,16771,NA
1787045,50423,NA
183961,18871,NA
183301,12432,NA
183290,22633,NA
